Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,RaceDate,RoundNumber,Season,SessionType
0 days 00:23:47.047000,BEA,87,,4.0,2.0,0 days 00:21:43.736000,,,0 days 00:00:36.642000,0 days 00:00:49.718000,,0 days 00:22:57.402000,0 days 00:23:47.205000,244.0,245.0,267.0,300.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:19:22.880000,2025-03-21 07:36:55.200,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:25:19.316000,BEA,87,0 days 00:01:32.269000,5.0,2.0,,,0 days 00:00:24.768000,0 days 00:00:27.645000,0 days 00:00:39.856000,0 days 00:24:11.815000,0 days 00:24:39.460000,0 days 00:25:19.316000,280.0,275.0,266.0,330.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:23:47.047000,2025-03-21 07:41:19.367,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:27:27.791000,BEA,87,0 days 00:02:08.475000,6.0,2.0,,0 days 00:27:26.089000,0 days 00:00:32.468000,0 days 00:00:36.435000,0 days 00:00:59.572000,0 days 00:25:51.784000,0 days 00:26:28.219000,0 days 00:27:27.791000,212.0,214.0,,191.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:25:19.316000,2025-03-21 07:42:51.636,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:40:20.630000,BEA,87,,7.0,3.0,0 days 00:38:12.106000,,,0 days 00:00:34.907000,0 days 00:00:54.298000,,0 days 00:39:26.332000,0 days 00:40:20.777000,250.0,247.0,264.0,152.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:27:27.791000,2025-03-21 07:45:00.111,21,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:41:52.608000,BEA,87,0 days 00:01:31.978000,8.0,3.0,,,0 days 00:00:24.538000,0 days 00:00:27.522000,0 days 00:00:39.918000,0 days 00:40:45.168000,0 days 00:41:12.690000,0 days 00:41:52.608000,282.0,274.0,263.0,329.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:40:20.630000,2025-03-21 07:57:52.950,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:43:59.684000,BEA,87,0 days 00:02:07.076000,9.0,3.0,,0 days 00:43:57.832000,0 days 00:00:32.311000,0 days 00:00:35.817000,0 days 00:00:58.948000,0 days 00:42:24.919000,0 days 00:43:00.736000,0 days 00:43:59.684000,191.0,228.0,,248.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:41:52.608000,2025-03-21 07:59:24.928,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:17:19.921000,STR,18,,1.0,1.0,0 days 00:15:09.784000,,,0 days 00:00:46.066000,0 days 00:00:49.615000,,0 days 00:16:30.472000,0 days 00:17:19.921000,180.0,255.0,267.0,309.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:15:09.784000,2025-03-21 07:32:42.104,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:52.882000,STR,18,0 days 00:01:32.961000,2.0,1.0,,,0 days 00:00:24.589000,0 days 00:00:28.021000,0 days 00:00:40.351000,0 days 00:17:44.510000,0 days 00:18:12.531000,0 days 00:18:52.882000,280.0,274.0,268.0,330.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:17:19.921000,2025-03-21 07:34:52.241,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:20:55.517000,STR,18,0 days 00:02:02.635000,3.0,1.0,,,0 days 00:00:31.654000,0 days 00:00:39.030000,0 days 00:00:51.951000,0 days 00:19:24.536000,0 days 00:20:03.566000,0 days 00:20:55.517000,244.0,234.0,231.0,299.0,False,MEDIUM,3.0,True,Aston Martin,0 days 00:18:52.882000,2025-03-21 07:36:25.202,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:23:04.716000,STR,18,0 days 00:02:09.199000,4.0,1.0,,,0 days 00:00:33.704000,0 days 00:00:42.893000,0 days 00:00:52.602000,0 days 00:21:29.221000,0 days 00:22:12.114000,0 days 00:23:04.716000,172.0,234.0,270.0,309.0,False,MEDIUM,4.0,True,Aston Martin,0 days 00:20:55.517000,2025-03-21 07:38:27.837,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:24:37.043000,STR,18,0 days 00:01:32.327000,5.0,1.0,,,0 days 00:00:24.369000,0 days 00:00:27.902000,0 days 00:00:40.056000,0 days 00:23:29.085000,0 days 00:23:56.987000,0 days 00:24:37.043000,280.0,274.0,270.0,331.0,True,MEDIUM,5.0,True,Aston Martin,0 days 00:23:04.716000,2025-03-21 07:40:37.036,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:26:37.691000,STR,18,0 days 00:02:00.648000,6.0,1.0,,0 days 00:26:35.934000,0 days 00:00:30.717000,0 days 00:00:35.178000,0 days 00:00:54.753000,0 days 00:25:07.760000,0 days 00:25:42.938000,0 days 00:26:37.691000,235.0,223.0,,278.0,False,MEDIUM,6.0,True,Aston Martin,0 days 00:24:37.043000,2025-03-21 07:42:09.363,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:39:55.221000,STR,18,,7.0,2.0,0 days 00:37:53.958000,,,0 days 00:00:37.832000,0 days 00:00:50.925000,,0 days 00:39:04.305000,0 days 00:39:55.221000,256.0,249.0,269.0,311.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:26:37.691000,2025-03-21 07:44:10.011,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:41:26.963000,STR,18,0 days 00:01:31.742000,8.0,2.0,,,0 days 00:00:24.390000,0 days 00:00:27.499000,0 days 00:00:39.853000,0 days 00:40:19.611000,0 days 00:40:47.110000,0 days 00:41:26.963000,280.0,275.0,267.0,331.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:39:55.221000,2025-03-21 07:57:27.541,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:43:34.914000,STR,18,0 days 00:02:07.951000,9.0,2.0,,0 days 00:43:33.196000,0 days 00:00:29.627000,0 days 00:00:35.709000,0 days 00:01:02.615000,0 days 00:41:56.590000,0 days 00:42:32.299000,0 days 00:43:34.914000,221.0,207.0,,180.0,False,MEDIUM,3.0,True,Aston Martin,0 days 00:41:26.963000,2025-03-21 07:58:59.283,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:54:29.913000,STR,18,,10.0,3.0,0 days 00:52:14.580000,,,0 days 00:00:38.712000,0 days 00:00:55.304000,,0 days 00:53:34.660000,0 days 00:54:29.913000,218.0,231.0,268.0,266.0,False,SOFT,5.0,False,Aston Martin,0 days 00:43:34.914000,2025-03-21 08:01:07.234,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:56:01.895000,STR,18,0 days 00:01:31.982000,11.0,3.0,,,0 days 00:00:24.231000,0 days 00:00:27.771000,0 days 00:00:39.980000,0 days 00:54:54.144000,0 days 00:55:21.915000,0 days 00:56:01.895000,280.0,275.0,268.0,330.0,True,SOFT,6.0,False,Aston Martin,0 days 00:54:29.913000,2025-03-21 08:12:02.233,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:58:11.210000,STR,18,0 days 00:02:09.315000,12.0,3.0,,0 days 00:58:06.998000,0 days 00:00:31.937000,0 days 00:00:33.332000,0 days 00:01:04.046000,0 days 00:56:33.832000,0 days 00:57:07.164000,0 days 00:58:11.210000,227.0,217.0,,156.0,False,SOFT,7.0,False,Aston Martin,0 days 00:56:01.895000,2025-03-21 08:13:34.215,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:15:57.464000,OCO,31,,1.0,1.0,0 days 00:13:56.011000,,,0 days 00:00:36.137000,0 days 00:00:47.805000,,0 days 00:15:09.659000,0 days 00:15:57.501000,234.0,246.0,264.0,302.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:13:56.011000,2025-03-21 07:31:28.331,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:17:31.238000,OCO,31,0 days 00:01:33.774000,2.0,1.0,,,0 days 00:00:25.112000,0 days 00:00:28.048000,0 days 00:00:40.614000,0 days 00:16:22.576000,0 days 00:16:50.624000,0 days 00:17:31.238000,278.0,274.0,265.0,325.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:15:57.464000,2025-03-21 07:33:29.784,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:19:41.408000,OCO,31,0 days 00:02:10.170000,3.0,1.0,,0 days 00:19:39.683000,0 days 00:00:32.424000,0 days 00:00:37.525000,0 days 00:01:00.221000,0 days 00:18:03.662000,0 days 00:18:41.187000,0 days 00:19:41.408000,185.0,194.0,,209.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:17:31.238000,2025-03-21 07:35:03.558,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:24:17.994000,OCO,31,,4.0,2.0,0 days 00:22:01.247000,,,0 days 00:00:39.432000,0 days 00:00:56.786000,,0 days 00:23:21.285000,0 days 00:24:18.118000,237.0,225.0,268.0,163.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:19:41.408000,2025-03-21 07:37:13.728,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:25:50.645000,OCO,31,0 days 00:01:32.651000,5.0,2.0,,,0 days 00:00:24.702000,0 days 00:00:27.798000,0 days 00:00:40.151000,0 days 00:24:42.696000,0 days 00:25:10.494000,0 days 00:25:50.645000,279.0,275.0,265.0,329.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:24:17.994000,2025-03-21 07:41:50.314,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:27:55.927000,OCO,31,0 days 00:02:05.282000,6.0,2.0,,0 days 00:27:53.415000,0 days 00:00:30.414000,0 days 00:00:36.088000,0 days 00:00:58.780000,0 days 00:26:21.059000,0 days 00:26:57.147000,0 days 00:27:55.927000,205.0,219.0,,224.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:25:50.645000,2025-03-21 07:43:22.965,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:15:21.944000,GAS,10,,1.0,1.0,0 days 00:13:26.591000,,,0 days 00:00:33.501000,0 days 00:00:47.309000,,0 days 00:14:34.681000,0 days 00:15:22.018000,257.0,253.0,266.0,310.0,False,MEDIUM,1.0,True,Alpine,0 days 00:13:26.591000,2025-03-21 07:30:58.911,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:54.899000,GAS,10,0 days 00:01:32.955000,2.0,1.0,,,0 days 00:00:24.800000,0 days 00:00:27.979000,0 days 00:00:40.176000,0 days 00:15:46.744000,0 days 00:16:14.723000,0 days 00:16:54.899000,278.0,274.0,267.0,332.0,True,MEDIUM,2.0,True,Alpine,0 days 00:15:21.944000,2025-03-21 07:32:54.264,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:19:00.781000,GAS,10,0 days 00:02:05.882000,3.0,1.0,,,0 days 00:00:39.753000,0 days 00:00:35.569000,0 days 00:00:50.560000,0 days 00:17:34.652000,0 days 00:18:10.221000,0 days 00:19:00.781000,188.0,240.0,238.0,275.0,False,MEDIUM,3.0,True,Alpine,0 days 00:16:54.899000,2025-03-21 07:34:27.219,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:21:09.185000,GAS,10,0 days 00:02:08.404000,4.0,1.0,,,0 days 00:00:37.628000,0 days 00:00:36.689000,0 days 00:00:54.087000,0 days 00:19:38.409000,0 days 00:20:15.098000,0 days 00:21:09.185000,251.0,250.0,267.0,309.0,False,MEDIUM,4.0,True,Alpine,0 days 00:19:00.781000,2025-03-21 07:36:33.101,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:22:41.825000,GAS,10,0 days 00:01:32.640000,5.0,1.0,,,0 days 00:00:24.918000,0 days 00:00:27.828000,0 days 00:00:39.894000,0 days 00:21:34.103000,0 days 00:22:01.931000,0 days 00:22:41.825000,279.0,275.0,268.0,330.0,True,MEDIUM,5.0,True,Alpine,0 days 00:21:09.185000,2025-03-21 07:38:41.505,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:24:46.627000,GAS,10,0 days 00:02:04.802000,6.0,1.0,,0 days 00:24:44.748000,0 days 00:00:35.093000,0 days 00:00:39.495000,0 days 00:00:50.214000,0 days 00:23:16.918000,0 days 00:23:56.413000,0 days 00:24:46.627000,193.0,208.0,,331.0,False,MEDIUM,6.0,True,Alpine,0 days 00:22:41.825000,2025-03-21 07:40:14.145,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:34.095000,SAI,55,,1.0,1.0,0 days 00:14:20.173000,,,0 days 00:00:30.182000,0 days 00:00:56.444000,,0 days 00:15:37.735000,0 days 00:16:34.160000,275.0,269.0,269.0,301.0,False,MEDIUM,1.0,True,Williams,0 days 00:14:20.173000,2025-03-21 07:31:52.493,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:07.366000,SAI,55,0 days 00:01:33.271000,2.0,1.0,,,0 days 00:00:24.960000,0 days 00:00:28.027000,0 days 00:00:40.284000,0 days 00:16:59.055000,0 days 00:17:27.082000,0 days 00:18:07.366000,280.0,275.0,264.0,333.0,True,MEDIUM,2.0,True,Williams,0 days 00:16:34.095000,2025-03-21 07:34:06.415,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:20:10.131000,SAI,55,0 days 00:02:02.765000,3.0,1.0,,0 days 00:20:07.835000,0 days 00:00:29.561000,0 days 00:00:34.055000,0 days 00:00:59.149000,0 days 00:18:36.927000,0 days 00:19:10.982000,0 days 00:20:10.131000,218.0,244.0,,285.0,False,MEDIUM,3.0,True,Williams,0 days 00:18:07.366000,2025-03-21 07:35:39.686,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:22:49.440000,SAI,55,,4.0,2.0,0 days 00:20:44.457000,,0 days 00:01:11.399000,0 days 00:00:31.654000,0 days 00:00:56.252000,0 days 00:21:21.642000,0 days 00:21:53.236000,0 days 00:22:49.620000,262.0,256.0,271.0,302.0,False,MEDIUM,4.0,False,Williams,0 days 00:20:10.131000,2025-03-21 07:37:42.451,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:24:21.897000,SAI,55,0 days 00:01:32.457000,5.0,2.0,,,0 days 00:00:24.601000,0 days 00:00:27.883000,0 days 00:00:39.973000,0 days 00:23:14.041000,0 days 00:23:41.924000,0 days 00:24:21.897000,280.0,274.0,270.0,334.0,True,MEDIUM,5.0,False,Williams,0 days 00:22:49.440000,2025-03-21 07:40:21.760,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:26:24.628000,SAI,55,0 days 00:02:02.731000,6.0,2.0,,0 days 00:26:22.903000,0 days 00:00:30.257000,0 days 00:00:35.205000,0 days 00:00:57.269000,0 days 00:24:52.154000,0 days 00:25:27.359000,0 days 00:26:24.628000,216.0,226.0,,205.0,False,MEDIUM,6.0,False,Williams,0 days 00:24:21.897000,2025-03-21 07:41:54.217,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:38:35.706000,SAI,55,,7.0,3.0,0 days 00:36:40.254000,,,0 days 00:00:32.470000,0 days 00:00:53.870000,,0 days 00:37:41.911000,0 days 00:38:35.855000,272.0,262.0,242.0,315.0,False,MEDIUM,1.0,True,Williams,0 days 00:26:24.628000,2025-03-21 07:43:56.948,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:40:28.775000,SAI,55,0 days 00:01:53.069000,8.0,3.0,,,0 days 00:00:31.770000,0 days 00:00:32.254000,0 days 00:00:49.045000,0 days 00:39:07.476000,0 days 00:39:39.730000,0 days 00:40:28.775000,,267.0,269.0,309.0,True,MEDIUM,2.0,True,Williams,0 days 00:38:35.706000,2025-03-21 07:56:08.026,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:42:01.100000,SAI,55,0 days 00:01:32.325000,9.0,3.0,,,0 days 00:00:24.615000,0 days 00:00:27.668000,0 days 00:00:40.042000,0 days 00:40:53.390000,0 days 00:41:21.058000,0 days 00:42:01.100000,281.0,276.0,262.0,332.0,True,MEDIUM,3.0,True,Williams,0 days 00:40:28.775000,2025-03-21 07:58:01.095,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:44:09.957000,SAI,55,0 days 00:02:08.857000,10.0,3.0,,0 days 00:44:08.147000,0 days 00:00:36.168000,0 days 00:00:37.279000,0 days 00:00:55.410000,0 days 00:42:37.268000,0 days 00:43:14.547000,0 days 00:44:09.957000,187.0,199.0,,266.0,False,MEDIUM,4.0,True,Williams,0 days 00:42:01.100000,2025-03-21 07:59:33.420,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:15:03.599000,VER,1,,1.0,1.0,0 days 00:13:01.086000,,,0 days 00:00:32.457000,0 days 00:00:52.515000,,0 days 00:14:11.126000,0 days 00:15:03.599000,265.0,258.0,268.0,259.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:13:01.086000,2025-03-21 07:30:33.406,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:35.928000,VER,1,0 days 00:01:32.329000,2.0,1.0,,,0 days 00:00:24.576000,0 days 00:00:27.770000,0 days 00:00:39.983000,0 days 00:15:28.175000,0 days 00:15:55.945000,0 days 00:16:35.928000,281.0,274.0,268.0,334.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:15:03.599000,2025-03-21 07:32:35.919,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:45.465000,VER,1,0 days 00:02:09.537000,3.0,1.0,,0 days 00:18:43.487000,0 days 00:00:35.643000,0 days 00:00:38.240000,0 days 00:00:55.654000,0 days 00:17:11.571000,0 days 00:17:49.811000,0 days 00:18:45.465000,161.0,196.0,,248.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:16:35.928000,2025-03-21 07:34:08.248,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:23:40.065000,VER,1,,4.0,2.0,0 days 00:21:34.611000,,,0 days 00:00:37.092000,0 days 00:00:48.750000,,0 days 00:22:51.355000,0 days 00:23:40.252000,208.0,210.0,270.0,255.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:18:45.465000,2025-03-21 07:36:17.785,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:25:11.981000,VER,1,0 days 00:01:31.916000,5.0,2.0,,,0 days 00:00:24.533000,0 days 00:00:27.634000,0 days 00:00:39.749000,0 days 00:24:04.598000,0 days 00:24:32.232000,0 days 00:25:11.981000,281.0,274.0,268.0,336.0,True,MEDIUM,5.0,False,Red Bull Racing,0 days 00:23:40.065000,2025-03-21 07:41:12.385,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:27:20.859000,VER,1,0 days 00:02:08.878000,6.0,2.0,,0 days 00:27:19.099000,0 days 00:00:32.783000,0 days 00:00:38.301000,0 days 00:00:57.794000,0 days 00:25:44.764000,0 days 00:26:23.065000,0 days 00:27:20.859000,186.0,197.0,,231.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 00:25:11.981000,2025-03-21 07:42:44.301,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:33:48.903000,VER,1,,7.0,3.0,0 days 00:31:54.535000,,,0 days 00:00:35.590000,0 days 00:00:46.177000,,0 days 00:33:02.820000,0 days 00:33:48.961000,221.0,262.0,269.0,271.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:27:20.859000,2025-03-21 07:44:53.179,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:35:20.424000,VER,1,0 days 00:01:31.521000,8.0,3.0,,,0 days 00:00:24.377000,0 days 00:00:27.529000,0 days 00:00:39.615000,0 days 00:34:13.280000,0 days 00:34:40.809000,0 days 00:35:20.424000,281.0,275.0,267.0,337.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:33:48.903000,2025-03-21 07:51:21.223,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:37:30.920000,VER,1,0 days 00:02:10.496000,9.0,3.0,,0 days 00:37:28.833000,0 days 00:00:37.189000,0 days 00:00:39.947000,0 days 00:00:53.360000,0 days 00:35:57.613000,0 days 00:36:37.560000,0 days 00:37:30.920000,148.0,227.0,,264.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:35:20.424000,2025-03-21 07:52:52.744,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:55:26.460000,VER,1,,10.0,4.0,0 days 00:53:25.966000,,,0 days 00:00:37.234000,0 days 00:00:51.283000,,0 days 00:54:35.177000,0 days 00:55:26.472000,205.0,245.0,271.0,259.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:37:30.920000,2025-03-21 07:55:03.240,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:56:57.327000,VER,1,0 days 00:01:30.867000,11.0,4.0,,,0 days 00:00:24.269000,0 days 00:00:27.361000,0 days 00:00:39.237000,0 days 00:55:50.729000,0 days 00:56:18.090000,0 days 00:56:57.327000,281.0,275.0,269.0,336.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:55:26.460000,2025-03-21 08:12:58.780,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:59:08.838000,VER,1,0 days 00:02:11.511000,12.0,4.0,,0 days 00:59:06.275000,0 days 00:00:34.047000,0 days 00:00:38.713000,0 days 00:00:58.751000,0 days 00:57:31.374000,0 days 00:58:10.087000,0 days 00:59:08.838000,167.0,192.0,,258.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:56:57.327000,2025-03-21 08:14:29.647,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:15:11.190000,HAD,6,,1.0,1.0,0 days 00:13:18.326000,,,0 days 00:00:31.496000,0 days 00:00:49.391000,,0 days 00:14:21.860000,0 days 00:15:11.190000,255.0,259.0,268.0,296.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:13:18.326000,2025-03-21 07:30:50.646,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:44.024000,HAD,6,0 days 00:01:32.834000,2.0,1.0,,,0 days 00:00:24.989000,0 days 00:00:27.717000,0 days 00:00:40.128000,0 days 00:15:36.179000,0 days 00:16:03.896000,0 days 00:16:44.024000,280.0,273.0,267.0,331.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:15:11.190000,2025-03-21 07:32:43.510,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:56.280000,HAD,6,0 days 00:02:12.256000,3.0,1.0,,0 days 00:18:54.550000,0 days 00:00:36.518000,0 days 00:00:38.826000,0 days 00:00:56.912000,0 days 00:17:20.542000,0 days 00:17:59.368000,0 days 00:18:56.280000,161.0,242.0,,284.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:16:44.024000,2025-03-21 07:34:16.344,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:22:55.418000,HAD,6,,4.0,2.0,0 days 00:20:55.973000,,,0 days 00:00:38.704000,0 days 00:00:49.550000,,0 days 00:22:05.919000,0 days 00:22:55.574000,220.0,185.0,269.0,283.0,False,MEDIUM,4.0,False,Racing Bulls,0 days 00:18:56.280000,2025-03-21 07:36:28.600,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:24:27.589000,HAD,6,0 days 00:01:32.171000,5.0,2.0,,,0 days 00:00:24.657000,0 days 00:00:27.677000,0 days 00:00:39.837000,0 days 00:23:20.075000,0 days 00:23:47.752000,0 days 00:24:27.589000,281.0,274.0,266.0,332.0,True,MEDIUM,5.0,False,Racing Bulls,0 days 00:22:55.418000,2025-03-21 07:40:27.738,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:26:32.954000,HAD,6,0 days 00:02:05.365000,6.0,2.0,,0 days 00:26:31.122000,0 days 00:00:32.932000,0 days 00:00:34.895000,0 days 00:00:57.538000,0 days 00:25:00.521000,0 days 00:25:35.416000,0 days 00:26:32.954000,245.0,239.0,,261.0,False,MEDIUM,6.0,False,Racing Bulls,0 days 00:24:27.589000,2025-03-21 07:41:59.909,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:39:29.737000,HAD,6,,7.0,3.0,0 days 00:37:38.208000,,,0 days 00:00:34.902000,0 days 00:00:46.136000,,0 days 00:38:43.621000,0 days 00:39:29.737000,244.0,231.0,269.0,287.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:26:32.954000,2025-03-21 07:44:05.274,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:41:33.910000,HAD,6,0 days 00:02:04.173000,8.0,3.0,,0 days 00:41:29.867000,0 days 00:00:32.237000,0 days 00:00:33.052000,0 days 00:00:58.884000,0 days 00:40:01.974000,0 days 00:40:35.026000,0 days 00:41:33.910000,175.0,265.0,,223.0,False,MEDIUM,2.0,True,Racing Bulls,0 days 00:39:29.737000,2025-03-21 07:57:02.057,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:40.339000,LAW,30,,1.0,1.0,0 days 00:14:29.454000,,,0 days 00:00:37.281000,0 days 00:00:49.041000,,0 days 00:15:51.298000,0 days 00:16:40.524000,235.0,234.0,268.0,286.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:14:29.454000,2025-03-21 07:32:01.774,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
