Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,DriverId,Event,Round,Season,SessionType
0 days 00:56:22.951000,BOR,5,0 days 00:01:47.513000,5.0,1.0,,,0 days 00:00:30.761000,0 days 00:00:47.948000,0 days 00:00:28.804000,0 days 00:55:06.212000,0 days 00:55:54.160000,0 days 00:56:22.964000,336.0,208.0,222.0,315.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 00:54:35.438000,2025-07-26 10:11:08.066,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:10.433000,BOR,5,0 days 00:01:47.482000,6.0,1.0,,,0 days 00:00:30.792000,0 days 00:00:47.881000,0 days 00:00:28.809000,0 days 00:56:53.756000,0 days 00:57:41.637000,0 days 00:58:10.446000,,207.0,220.0,316.0,False,MEDIUM,6.0,True,Kick Sauber,0 days 00:56:22.951000,2025-07-26 10:12:55.579,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:57.815000,BOR,5,0 days 00:01:47.382000,7.0,1.0,,,0 days 00:00:30.652000,0 days 00:00:47.928000,0 days 00:00:28.802000,0 days 00:58:41.098000,0 days 00:59:29.026000,0 days 00:59:57.828000,346.0,206.0,221.0,,False,MEDIUM,7.0,True,Kick Sauber,0 days 00:58:10.433000,2025-07-26 10:14:43.061,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:45.340000,BOR,5,0 days 00:01:47.525000,8.0,1.0,,,0 days 00:00:30.941000,0 days 00:00:47.786000,0 days 00:00:28.798000,0 days 01:00:28.769000,0 days 01:01:16.555000,0 days 01:01:45.353000,320.0,206.0,220.0,,False,MEDIUM,8.0,True,Kick Sauber,0 days 00:59:57.815000,2025-07-26 10:16:30.443,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:32.470000,BOR,5,0 days 00:01:47.130000,9.0,1.0,,,0 days 00:00:30.968000,0 days 00:00:47.477000,0 days 00:00:28.685000,0 days 01:02:16.321000,0 days 01:03:03.798000,0 days 01:03:32.483000,321.0,205.0,220.0,,False,MEDIUM,9.0,True,Kick Sauber,0 days 01:01:45.340000,2025-07-26 10:18:17.968,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:20.236000,BOR,5,0 days 00:01:47.766000,10.0,1.0,,,0 days 00:00:31.036000,0 days 00:00:47.999000,0 days 00:00:28.731000,0 days 01:04:03.519000,0 days 01:04:51.518000,0 days 01:05:20.249000,,206.0,221.0,,False,MEDIUM,10.0,True,Kick Sauber,0 days 01:03:32.470000,2025-07-26 10:20:05.098,1,9.0,True,TRACK LIMITS AT TURN 9 LAP 10 ,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:07.746000,BOR,5,0 days 00:01:47.510000,11.0,1.0,,,0 days 00:00:31.084000,0 days 00:00:47.527000,0 days 00:00:28.899000,0 days 01:05:51.333000,0 days 01:06:38.860000,0 days 01:07:07.759000,319.0,204.0,221.0,317.0,False,MEDIUM,11.0,True,Kick Sauber,0 days 01:05:20.236000,2025-07-26 10:21:52.864,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:55.481000,BOR,5,0 days 00:01:47.735000,12.0,1.0,,,0 days 00:00:31.131000,0 days 00:00:47.805000,0 days 00:00:28.799000,0 days 01:07:38.890000,0 days 01:08:26.695000,0 days 01:08:55.494000,318.0,202.0,221.0,318.0,False,MEDIUM,12.0,True,Kick Sauber,0 days 01:07:07.746000,2025-07-26 10:23:40.374,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:43.626000,BOR,5,0 days 00:01:48.145000,13.0,1.0,,,0 days 00:00:31.271000,0 days 00:00:47.754000,0 days 00:00:29.120000,0 days 01:09:26.765000,0 days 01:10:14.519000,0 days 01:10:43.639000,313.0,203.0,221.0,317.0,False,MEDIUM,13.0,True,Kick Sauber,0 days 01:08:55.481000,2025-07-26 10:25:28.109,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:31.528000,BOR,5,0 days 00:01:47.902000,14.0,1.0,,,0 days 00:00:31.153000,0 days 00:00:47.728000,0 days 00:00:29.021000,0 days 01:11:14.792000,0 days 01:12:02.520000,0 days 01:12:31.541000,324.0,205.0,220.0,315.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 01:10:43.626000,2025-07-26 10:27:16.254,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:19.763000,BOR,5,0 days 00:01:48.235000,15.0,1.0,,,0 days 00:00:31.358000,0 days 00:00:47.962000,0 days 00:00:28.915000,0 days 01:13:02.899000,0 days 01:13:50.861000,0 days 01:14:19.776000,308.0,206.0,220.0,,False,MEDIUM,15.0,True,Kick Sauber,0 days 01:12:31.528000,2025-07-26 10:29:04.156,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:13.890000,LAW,30,,1.0,1.0,,,,0 days 00:00:50.597000,0 days 00:00:28.897000,,0 days 00:48:45.192000,0 days 00:49:13.974000,332.0,208.0,221.0,308.0,False,MEDIUM,4.0,False,Racing Bulls,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,10.0,False,,False,False,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:01.139000,LAW,30,0 days 00:01:47.249000,2.0,1.0,,,0 days 00:00:30.752000,0 days 00:00:47.780000,0 days 00:00:28.717000,0 days 00:49:44.696000,0 days 00:50:32.476000,0 days 00:51:01.193000,343.0,207.0,222.0,318.0,True,MEDIUM,5.0,False,Racing Bulls,0 days 00:49:13.890000,2025-07-26 10:05:46.518,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:48.817000,LAW,30,0 days 00:01:47.678000,3.0,1.0,,,0 days 00:00:30.654000,0 days 00:00:48.259000,0 days 00:00:28.765000,0 days 00:51:31.847000,0 days 00:52:20.106000,0 days 00:52:48.871000,339.0,207.0,223.0,316.0,False,MEDIUM,6.0,False,Racing Bulls,0 days 00:51:01.139000,2025-07-26 10:07:33.767,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:36.181000,LAW,30,0 days 00:01:47.364000,4.0,1.0,,,0 days 00:00:30.626000,0 days 00:00:47.899000,0 days 00:00:28.839000,0 days 00:53:19.497000,0 days 00:54:07.396000,0 days 00:54:36.235000,,206.0,220.0,318.0,False,MEDIUM,7.0,False,Racing Bulls,0 days 00:52:48.817000,2025-07-26 10:09:21.445,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:23.700000,LAW,30,0 days 00:01:47.519000,5.0,1.0,,,0 days 00:00:30.767000,0 days 00:00:48.002000,0 days 00:00:28.750000,0 days 00:55:07.002000,0 days 00:55:55.004000,0 days 00:56:23.754000,338.0,206.0,220.0,,False,MEDIUM,8.0,False,Racing Bulls,0 days 00:54:36.181000,2025-07-26 10:11:08.809,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:11.288000,LAW,30,0 days 00:01:47.588000,6.0,1.0,,,0 days 00:00:30.816000,0 days 00:00:47.909000,0 days 00:00:28.863000,0 days 00:56:54.570000,0 days 00:57:42.479000,0 days 00:58:11.342000,336.0,206.0,221.0,316.0,False,MEDIUM,9.0,False,Racing Bulls,0 days 00:56:23.700000,2025-07-26 10:12:56.328,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:58.568000,LAW,30,0 days 00:01:47.280000,7.0,1.0,,,0 days 00:00:30.766000,0 days 00:00:47.750000,0 days 00:00:28.764000,0 days 00:58:42.108000,0 days 00:59:29.858000,0 days 00:59:58.622000,335.0,204.0,222.0,,False,MEDIUM,10.0,False,Racing Bulls,0 days 00:58:11.288000,2025-07-26 10:14:43.916,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:46.093000,LAW,30,0 days 00:01:47.525000,8.0,1.0,,,0 days 00:00:30.668000,0 days 00:00:48.104000,0 days 00:00:28.753000,0 days 01:00:29.290000,0 days 01:01:17.394000,0 days 01:01:46.147000,334.0,205.0,220.0,318.0,False,MEDIUM,11.0,False,Racing Bulls,0 days 00:59:58.568000,2025-07-26 10:16:31.196,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:33.662000,LAW,30,0 days 00:01:47.569000,9.0,1.0,,,0 days 00:00:30.904000,0 days 00:00:47.912000,0 days 00:00:28.753000,0 days 01:02:17.051000,0 days 01:03:04.963000,0 days 01:03:33.716000,333.0,206.0,221.0,,False,MEDIUM,12.0,False,Racing Bulls,0 days 01:01:46.093000,2025-07-26 10:18:18.721,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:21.133000,LAW,30,0 days 00:01:47.471000,10.0,1.0,,,0 days 00:00:31.042000,0 days 00:00:47.655000,0 days 00:00:28.774000,0 days 01:04:04.758000,0 days 01:04:52.413000,0 days 01:05:21.187000,320.0,202.0,220.0,316.0,False,MEDIUM,13.0,False,Racing Bulls,0 days 01:03:33.662000,2025-07-26 10:20:06.290,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:08.777000,LAW,30,0 days 00:01:47.644000,11.0,1.0,,,0 days 00:00:30.768000,0 days 00:00:47.984000,0 days 00:00:28.892000,0 days 01:05:51.955000,0 days 01:06:39.939000,0 days 01:07:08.831000,334.0,202.0,221.0,319.0,False,MEDIUM,14.0,False,Racing Bulls,0 days 01:05:21.133000,2025-07-26 10:21:53.761,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:56.357000,LAW,30,0 days 00:01:47.580000,12.0,1.0,,,0 days 00:00:30.784000,0 days 00:00:47.941000,0 days 00:00:28.855000,0 days 01:07:39.615000,0 days 01:08:27.556000,0 days 01:08:56.411000,333.0,202.0,222.0,320.0,False,MEDIUM,15.0,False,Racing Bulls,0 days 01:07:08.777000,2025-07-26 10:23:41.405,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:44.326000,LAW,30,0 days 00:01:47.969000,13.0,1.0,,,0 days 00:00:30.736000,0 days 00:00:48.479000,0 days 00:00:28.754000,0 days 01:09:27.147000,0 days 01:10:15.626000,0 days 01:10:44.380000,,203.0,222.0,,False,MEDIUM,16.0,False,Racing Bulls,0 days 01:08:56.357000,2025-07-26 10:25:28.985,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:32.256000,LAW,30,0 days 00:01:47.930000,14.0,1.0,,,0 days 00:00:30.728000,0 days 00:00:48.248000,0 days 00:00:28.954000,0 days 01:11:15.108000,0 days 01:12:03.356000,0 days 01:12:32.310000,343.0,203.0,219.0,,False,MEDIUM,17.0,False,Racing Bulls,0 days 01:10:44.326000,2025-07-26 10:27:16.954,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:20.477000,LAW,30,0 days 00:01:48.221000,15.0,1.0,,,0 days 00:00:30.707000,0 days 00:00:48.718000,0 days 00:00:28.796000,0 days 01:13:03.017000,0 days 01:13:51.735000,0 days 01:14:20.531000,345.0,205.0,219.0,,False,MEDIUM,18.0,False,Racing Bulls,0 days 01:12:32.256000,2025-07-26 10:29:04.884,1,10.0,False,,False,True,lawson,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:14.455000,TSU,22,,1.0,1.0,,,,0 days 00:00:51.196000,0 days 00:00:28.857000,,0 days 00:48:45.669000,0 days 00:49:14.570000,331.0,208.0,222.0,310.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,11.0,False,,False,False,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:02.290000,TSU,22,0 days 00:01:47.835000,2.0,1.0,,,0 days 00:00:30.540000,0 days 00:00:48.794000,0 days 00:00:28.501000,0 days 00:49:45.027000,0 days 00:50:33.821000,0 days 00:51:02.322000,312.0,205.0,221.0,321.0,True,MEDIUM,7.0,False,Red Bull Racing,0 days 00:49:14.455000,2025-07-26 10:05:47.083,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:49.874000,TSU,22,0 days 00:01:47.584000,3.0,1.0,,,0 days 00:00:30.557000,0 days 00:00:48.406000,0 days 00:00:28.621000,0 days 00:51:32.879000,0 days 00:52:21.285000,0 days 00:52:49.906000,331.0,207.0,219.0,319.0,True,MEDIUM,8.0,False,Red Bull Racing,0 days 00:51:02.290000,2025-07-26 10:07:34.918,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:37.200000,TSU,22,0 days 00:01:47.326000,4.0,1.0,,,0 days 00:00:30.429000,0 days 00:00:48.322000,0 days 00:00:28.575000,0 days 00:53:20.335000,0 days 00:54:08.657000,0 days 00:54:37.232000,337.0,209.0,220.0,322.0,True,MEDIUM,9.0,False,Red Bull Racing,0 days 00:52:49.874000,2025-07-26 10:09:22.502,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:24.609000,TSU,22,0 days 00:01:47.409000,5.0,1.0,,,0 days 00:00:30.569000,0 days 00:00:48.281000,0 days 00:00:28.559000,0 days 00:55:07.801000,0 days 00:55:56.082000,0 days 00:56:24.641000,340.0,207.0,222.0,319.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 00:54:37.200000,2025-07-26 10:11:09.828,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:12.321000,TSU,22,0 days 00:01:47.712000,6.0,1.0,,,0 days 00:00:30.565000,0 days 00:00:48.505000,0 days 00:00:28.642000,0 days 00:56:55.206000,0 days 00:57:43.711000,0 days 00:58:12.353000,332.0,206.0,220.0,321.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 00:56:24.609000,2025-07-26 10:12:57.237,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:00:00.004000,TSU,22,0 days 00:01:47.683000,7.0,1.0,,,0 days 00:00:30.734000,0 days 00:00:48.306000,0 days 00:00:28.643000,0 days 00:58:43.087000,0 days 00:59:31.393000,0 days 01:00:00.036000,328.0,206.0,221.0,319.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 00:58:12.321000,2025-07-26 10:14:44.949,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:47.841000,TSU,22,0 days 00:01:47.837000,8.0,1.0,,,0 days 00:00:30.857000,0 days 00:00:48.325000,0 days 00:00:28.655000,0 days 01:00:30.893000,0 days 01:01:19.218000,0 days 01:01:47.873000,324.0,203.0,219.0,,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:00:00.004000,2025-07-26 10:16:32.632,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:35.572000,TSU,22,0 days 00:01:47.731000,9.0,1.0,,,0 days 00:00:30.821000,0 days 00:00:48.277000,0 days 00:00:28.633000,0 days 01:02:18.694000,0 days 01:03:06.971000,0 days 01:03:35.604000,325.0,203.0,220.0,,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:01:47.841000,2025-07-26 10:18:20.469,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:23.171000,TSU,22,0 days 00:01:47.599000,10.0,1.0,,,0 days 00:00:30.870000,0 days 00:00:48.114000,0 days 00:00:28.615000,0 days 01:04:06.474000,0 days 01:04:54.588000,0 days 01:05:23.203000,321.0,204.0,220.0,318.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:03:35.572000,2025-07-26 10:20:08.200,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:11.230000,TSU,22,0 days 00:01:48.059000,11.0,1.0,,,0 days 00:00:30.868000,0 days 00:00:48.365000,0 days 00:00:28.826000,0 days 01:05:54.071000,0 days 01:06:42.436000,0 days 01:07:11.262000,323.0,201.0,220.0,321.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:05:23.171000,2025-07-26 10:21:55.799,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:58.895000,TSU,22,0 days 00:01:47.665000,12.0,1.0,,,0 days 00:00:30.769000,0 days 00:00:48.221000,0 days 00:00:28.675000,0 days 01:07:42.031000,0 days 01:08:30.252000,0 days 01:08:58.927000,334.0,202.0,220.0,322.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:07:11.230000,2025-07-26 10:23:43.858,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:46.602000,TSU,22,0 days 00:01:47.707000,13.0,1.0,,,0 days 00:00:30.780000,0 days 00:00:48.229000,0 days 00:00:28.698000,0 days 01:09:29.707000,0 days 01:10:17.936000,0 days 01:10:46.634000,325.0,201.0,220.0,,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:08:58.895000,2025-07-26 10:25:31.523,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:34.332000,TSU,22,0 days 00:01:47.730000,14.0,1.0,,,0 days 00:00:30.912000,0 days 00:00:48.127000,0 days 00:00:28.691000,0 days 01:11:17.546000,0 days 01:12:05.673000,0 days 01:12:34.364000,323.0,204.0,221.0,320.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 01:10:46.602000,2025-07-26 10:27:19.230,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:22.131000,TSU,22,0 days 00:01:47.799000,15.0,1.0,,,0 days 00:00:30.851000,0 days 00:00:48.304000,0 days 00:00:28.644000,0 days 01:13:05.215000,0 days 01:13:53.519000,0 days 01:14:22.163000,,203.0,219.0,,False,MEDIUM,20.0,False,Red Bull Racing,0 days 01:12:34.332000,2025-07-26 10:29:06.960,1,11.0,False,,False,True,tsunoda,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:14.977000,RUS,63,,1.0,1.0,,,,0 days 00:00:51.050000,0 days 00:00:29.040000,,0 days 00:48:46.066000,0 days 00:49:15.069000,336.0,208.0,222.0,301.0,False,MEDIUM,4.0,False,Mercedes,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,12.0,False,,False,False,russell,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:02.946000,RUS,63,0 days 00:01:47.969000,2.0,1.0,,,0 days 00:00:30.430000,0 days 00:00:48.905000,0 days 00:00:28.634000,0 days 00:49:45.423000,0 days 00:50:34.328000,0 days 00:51:02.962000,338.0,207.0,223.0,321.0,True,MEDIUM,5.0,False,Mercedes,0 days 00:49:14.977000,2025-07-26 10:05:47.605,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:50.516000,RUS,63,0 days 00:01:47.570000,3.0,1.0,,,0 days 00:00:30.577000,0 days 00:00:48.332000,0 days 00:00:28.661000,0 days 00:51:33.539000,0 days 00:52:21.871000,0 days 00:52:50.532000,339.0,207.0,222.0,319.0,True,MEDIUM,6.0,False,Mercedes,0 days 00:51:02.946000,2025-07-26 10:07:35.574,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:37.794000,RUS,63,0 days 00:01:47.278000,4.0,1.0,,,0 days 00:00:30.602000,0 days 00:00:48.106000,0 days 00:00:28.570000,0 days 00:53:21.134000,0 days 00:54:09.240000,0 days 00:54:37.810000,344.0,206.0,224.0,321.0,True,MEDIUM,7.0,False,Mercedes,0 days 00:52:50.516000,2025-07-26 10:09:23.144,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:25.157000,RUS,63,0 days 00:01:47.363000,5.0,1.0,,,0 days 00:00:30.759000,0 days 00:00:47.958000,0 days 00:00:28.646000,0 days 00:55:08.569000,0 days 00:55:56.527000,0 days 00:56:25.173000,340.0,206.0,222.0,319.0,False,MEDIUM,8.0,False,Mercedes,0 days 00:54:37.794000,2025-07-26 10:11:10.422,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:12.830000,RUS,63,0 days 00:01:47.673000,6.0,1.0,,,0 days 00:00:30.753000,0 days 00:00:48.281000,0 days 00:00:28.639000,0 days 00:56:55.926000,0 days 00:57:44.207000,0 days 00:58:12.846000,339.0,204.0,222.0,320.0,False,MEDIUM,9.0,False,Mercedes,0 days 00:56:25.157000,2025-07-26 10:12:57.785,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 01:00:00.682000,RUS,63,0 days 00:01:47.852000,7.0,1.0,,,0 days 00:00:30.588000,0 days 00:00:48.554000,0 days 00:00:28.710000,0 days 00:58:43.434000,0 days 00:59:31.988000,0 days 01:00:00.698000,,205.0,219.0,,False,MEDIUM,10.0,False,Mercedes,0 days 00:58:12.830000,2025-07-26 10:14:45.458,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:48.576000,RUS,63,0 days 00:01:47.894000,8.0,1.0,,,0 days 00:00:30.862000,0 days 00:00:48.322000,0 days 00:00:28.710000,0 days 01:00:31.560000,0 days 01:01:19.882000,0 days 01:01:48.592000,333.0,192.0,222.0,319.0,False,MEDIUM,11.0,False,Mercedes,0 days 01:00:00.682000,2025-07-26 10:16:33.310,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:36.193000,RUS,63,0 days 00:01:47.617000,9.0,1.0,,,0 days 00:00:30.592000,0 days 00:00:48.386000,0 days 00:00:28.639000,0 days 01:02:19.184000,0 days 01:03:07.570000,0 days 01:03:36.209000,336.0,199.0,222.0,321.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:01:48.576000,2025-07-26 10:18:21.204,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:23.797000,RUS,63,0 days 00:01:47.604000,10.0,1.0,,,0 days 00:00:30.610000,0 days 00:00:48.334000,0 days 00:00:28.660000,0 days 01:04:06.819000,0 days 01:04:55.153000,0 days 01:05:23.813000,345.0,202.0,220.0,320.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:03:36.193000,2025-07-26 10:20:08.821,1,12.0,False,,False,True,russell,Belgian Grand Prix,13,2025,Sprint
