Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,DriverId,Event,Round,Season,SessionType
0 days 00:49:07.753000,VER,1,,1.0,1.0,,,,0 days 00:00:46.651000,0 days 00:00:28.562000,,0 days 00:48:39.241000,0 days 00:49:07.922000,328.0,212.0,220.0,317.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,1.0,False,,False,False,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:54.022000,VER,1,0 days 00:01:46.269000,2.0,1.0,,,0 days 00:00:30.851000,0 days 00:00:46.870000,0 days 00:00:28.548000,0 days 00:49:38.630000,0 days 00:50:25.500000,0 days 00:50:54.048000,314.0,213.0,220.0,313.0,True,MEDIUM,5.0,False,Red Bull Racing,0 days 00:49:07.753000,2025-07-26 10:05:40.381,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:40.272000,VER,1,0 days 00:01:46.250000,3.0,1.0,,,0 days 00:00:30.968000,0 days 00:00:46.691000,0 days 00:00:28.591000,0 days 00:51:25.016000,0 days 00:52:11.707000,0 days 00:52:40.298000,319.0,210.0,220.0,314.0,True,MEDIUM,6.0,False,Red Bull Racing,0 days 00:50:54.022000,2025-07-26 10:07:26.650,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:26.463000,VER,1,0 days 00:01:46.191000,4.0,1.0,,,0 days 00:00:30.900000,0 days 00:00:46.704000,0 days 00:00:28.587000,0 days 00:53:11.198000,0 days 00:53:57.902000,0 days 00:54:26.489000,317.0,211.0,220.0,,True,MEDIUM,7.0,False,Red Bull Racing,0 days 00:52:40.272000,2025-07-26 10:09:12.900,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:12.885000,VER,1,0 days 00:01:46.422000,5.0,1.0,,,0 days 00:00:31.078000,0 days 00:00:46.645000,0 days 00:00:28.699000,0 days 00:54:57.567000,0 days 00:55:44.212000,0 days 00:56:12.911000,312.0,209.0,220.0,315.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 00:54:26.463000,2025-07-26 10:10:59.091,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:57:58.937000,VER,1,0 days 00:01:46.052000,6.0,1.0,,,0 days 00:00:30.906000,0 days 00:00:46.538000,0 days 00:00:28.608000,0 days 00:56:43.817000,0 days 00:57:30.355000,0 days 00:57:58.963000,319.0,209.0,219.0,,True,MEDIUM,9.0,False,Red Bull Racing,0 days 00:56:12.885000,2025-07-26 10:12:45.513,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:45.316000,VER,1,0 days 00:01:46.379000,7.0,1.0,,,0 days 00:00:30.971000,0 days 00:00:46.784000,0 days 00:00:28.624000,0 days 00:58:29.934000,0 days 00:59:16.718000,0 days 00:59:45.342000,312.0,210.0,219.0,314.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 00:57:58.937000,2025-07-26 10:14:31.565,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:31.710000,VER,1,0 days 00:01:46.394000,8.0,1.0,,,0 days 00:00:31.031000,0 days 00:00:46.827000,0 days 00:00:28.536000,0 days 01:00:16.373000,0 days 01:01:03.200000,0 days 01:01:31.736000,313.0,208.0,220.0,315.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 00:59:45.316000,2025-07-26 10:16:17.944,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:18.216000,VER,1,0 days 00:01:46.506000,9.0,1.0,,,0 days 00:00:30.976000,0 days 00:00:46.775000,0 days 00:00:28.755000,0 days 01:02:02.712000,0 days 01:02:49.487000,0 days 01:03:18.242000,320.0,207.0,219.0,,False,MEDIUM,12.0,False,Red Bull Racing,0 days 01:01:31.710000,2025-07-26 10:18:04.338,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:04.867000,VER,1,0 days 00:01:46.651000,10.0,1.0,,,0 days 00:00:30.949000,0 days 00:00:46.814000,0 days 00:00:28.888000,0 days 01:03:49.191000,0 days 01:04:36.005000,0 days 01:05:04.893000,312.0,211.0,219.0,316.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:03:18.216000,2025-07-26 10:19:50.844,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:06:51.279000,VER,1,0 days 00:01:46.412000,11.0,1.0,,,0 days 00:00:30.945000,0 days 00:00:46.865000,0 days 00:00:28.602000,0 days 01:05:35.838000,0 days 01:06:22.703000,0 days 01:06:51.305000,326.0,210.0,221.0,317.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:05:04.867000,2025-07-26 10:21:37.495,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:37.697000,VER,1,0 days 00:01:46.418000,12.0,1.0,,,0 days 00:00:31.092000,0 days 00:00:46.739000,0 days 00:00:28.587000,0 days 01:07:22.397000,0 days 01:08:09.136000,0 days 01:08:37.723000,314.0,209.0,221.0,,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:06:51.279000,2025-07-26 10:23:23.907,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:24.275000,VER,1,0 days 00:01:46.578000,13.0,1.0,,,0 days 00:00:31.115000,0 days 00:00:46.799000,0 days 00:00:28.664000,0 days 01:09:08.838000,0 days 01:09:55.637000,0 days 01:10:24.301000,313.0,207.0,221.0,,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:08:37.697000,2025-07-26 10:25:10.325,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:10.982000,VER,1,0 days 00:01:46.707000,14.0,1.0,,,0 days 00:00:31.158000,0 days 00:00:46.866000,0 days 00:00:28.683000,0 days 01:10:55.459000,0 days 01:11:42.325000,0 days 01:12:11.008000,312.0,208.0,218.0,,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:10:24.275000,2025-07-26 10:26:56.903,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 01:13:57.580000,VER,1,0 days 00:01:46.598000,15.0,1.0,,,0 days 00:00:31.022000,0 days 00:00:46.915000,0 days 00:00:28.661000,0 days 01:12:42.030000,0 days 01:13:28.945000,0 days 01:13:57.606000,319.0,209.0,217.0,316.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:12:10.982000,2025-07-26 10:28:43.610,1,1.0,False,,False,True,max_verstappen,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:08.379000,PIA,81,,1.0,1.0,,,,0 days 00:00:47.204000,0 days 00:00:28.587000,,0 days 00:48:39.792000,0 days 00:49:08.550000,317.0,209.0,223.0,308.0,False,MEDIUM,1.0,True,McLaren,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,2.0,False,,False,False,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:54.563000,PIA,81,0 days 00:01:46.184000,2.0,1.0,,,0 days 00:00:30.509000,0 days 00:00:47.141000,0 days 00:00:28.534000,0 days 00:49:38.888000,0 days 00:50:26.029000,0 days 00:50:54.563000,330.0,209.0,223.0,317.0,True,MEDIUM,2.0,True,McLaren,0 days 00:49:08.379000,2025-07-26 10:05:41.007,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:40.800000,PIA,81,0 days 00:01:46.237000,3.0,1.0,,,0 days 00:00:30.762000,0 days 00:00:46.830000,0 days 00:00:28.645000,0 days 00:51:25.325000,0 days 00:52:12.155000,0 days 00:52:40.800000,332.0,210.0,223.0,316.0,False,MEDIUM,3.0,True,McLaren,0 days 00:50:54.563000,2025-07-26 10:07:27.191,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:27.172000,PIA,81,0 days 00:01:46.372000,4.0,1.0,,,0 days 00:00:30.713000,0 days 00:00:47.016000,0 days 00:00:28.643000,0 days 00:53:11.513000,0 days 00:53:58.529000,0 days 00:54:27.172000,,210.0,222.0,,False,MEDIUM,4.0,True,McLaren,0 days 00:52:40.800000,2025-07-26 10:09:13.428,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:13.466000,PIA,81,0 days 00:01:46.294000,5.0,1.0,,,0 days 00:00:30.664000,0 days 00:00:46.989000,0 days 00:00:28.641000,0 days 00:54:57.836000,0 days 00:55:44.825000,0 days 00:56:13.466000,333.0,209.0,222.0,,False,MEDIUM,5.0,True,McLaren,0 days 00:54:27.172000,2025-07-26 10:10:59.800,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:57:59.527000,PIA,81,0 days 00:01:46.061000,6.0,1.0,,,0 days 00:00:30.686000,0 days 00:00:46.816000,0 days 00:00:28.559000,0 days 00:56:44.152000,0 days 00:57:30.968000,0 days 00:57:59.527000,334.0,208.0,222.0,,True,MEDIUM,6.0,True,McLaren,0 days 00:56:13.466000,2025-07-26 10:12:46.094,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:46.093000,PIA,81,0 days 00:01:46.566000,7.0,1.0,,,0 days 00:00:30.822000,0 days 00:00:47.101000,0 days 00:00:28.643000,0 days 00:58:30.349000,0 days 00:59:17.450000,0 days 00:59:46.093000,,205.0,223.0,315.0,False,MEDIUM,7.0,True,McLaren,0 days 00:57:59.527000,2025-07-26 10:14:32.155,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:32.384000,PIA,81,0 days 00:01:46.291000,8.0,1.0,,,0 days 00:00:30.734000,0 days 00:00:46.966000,0 days 00:00:28.591000,0 days 01:00:16.827000,0 days 01:01:03.793000,0 days 01:01:32.384000,331.0,208.0,222.0,316.0,False,MEDIUM,8.0,True,McLaren,0 days 00:59:46.093000,2025-07-26 10:16:18.721,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:18.819000,PIA,81,0 days 00:01:46.435000,9.0,1.0,,,0 days 00:00:30.531000,0 days 00:00:47.235000,0 days 00:00:28.669000,0 days 01:02:02.915000,0 days 01:02:50.150000,0 days 01:03:18.819000,337.0,205.0,222.0,319.0,False,MEDIUM,9.0,True,McLaren,0 days 01:01:32.384000,2025-07-26 10:18:05.012,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:05.355000,PIA,81,0 days 00:01:46.536000,10.0,1.0,,,0 days 00:00:30.709000,0 days 00:00:47.295000,0 days 00:00:28.532000,0 days 01:03:49.528000,0 days 01:04:36.823000,0 days 01:05:05.355000,330.0,207.0,222.0,317.0,False,MEDIUM,10.0,True,McLaren,0 days 01:03:18.819000,2025-07-26 10:19:51.447,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:06:52.018000,PIA,81,0 days 00:01:46.663000,11.0,1.0,,,0 days 00:00:30.601000,0 days 00:00:47.481000,0 days 00:00:28.581000,0 days 01:05:35.956000,0 days 01:06:23.437000,0 days 01:06:52.018000,338.0,209.0,222.0,319.0,False,MEDIUM,11.0,True,McLaren,0 days 01:05:05.355000,2025-07-26 10:21:37.983,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:38.549000,PIA,81,0 days 00:01:46.531000,12.0,1.0,,,0 days 00:00:30.727000,0 days 00:00:47.227000,0 days 00:00:28.577000,0 days 01:07:22.745000,0 days 01:08:09.972000,0 days 01:08:38.549000,330.0,204.0,222.0,,False,MEDIUM,12.0,True,McLaren,0 days 01:06:52.018000,2025-07-26 10:23:24.646,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:25.038000,PIA,81,0 days 00:01:46.489000,13.0,1.0,,,0 days 00:00:30.717000,0 days 00:00:47.037000,0 days 00:00:28.735000,0 days 01:09:09.266000,0 days 01:09:56.303000,0 days 01:10:25.038000,,205.0,223.0,,False,MEDIUM,13.0,True,McLaren,0 days 01:08:38.549000,2025-07-26 10:25:11.177,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:11.591000,PIA,81,0 days 00:01:46.553000,14.0,1.0,,,0 days 00:00:30.731000,0 days 00:00:47.207000,0 days 00:00:28.615000,0 days 01:10:55.769000,0 days 01:11:42.976000,0 days 01:12:11.591000,329.0,205.0,223.0,318.0,False,MEDIUM,14.0,True,McLaren,0 days 01:10:25.038000,2025-07-26 10:26:57.666,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 01:13:58.333000,PIA,81,0 days 00:01:46.742000,15.0,1.0,,,0 days 00:00:30.708000,0 days 00:00:47.393000,0 days 00:00:28.641000,0 days 01:12:42.299000,0 days 01:13:29.692000,0 days 01:13:58.333000,334.0,208.0,223.0,,False,MEDIUM,15.0,True,McLaren,0 days 01:12:11.591000,2025-07-26 10:28:44.219,1,2.0,False,,False,True,piastri,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:09.704000,NOR,4,,1.0,1.0,,,,0 days 00:00:48.364000,0 days 00:00:28.605000,,0 days 00:48:41.281000,0 days 00:49:09.861000,326.0,213.0,218.0,319.0,False,MEDIUM,1.0,True,McLaren,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,4.0,False,,False,False,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:56.228000,NOR,4,0 days 00:01:46.524000,2.0,1.0,,,0 days 00:00:30.731000,0 days 00:00:47.204000,0 days 00:00:28.589000,0 days 00:49:40.444000,0 days 00:50:27.648000,0 days 00:50:56.237000,335.0,213.0,227.0,315.0,True,MEDIUM,2.0,True,McLaren,0 days 00:49:09.704000,2025-07-26 10:05:42.332,1,4.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:42.649000,NOR,4,0 days 00:01:46.421000,3.0,1.0,,,0 days 00:00:30.523000,0 days 00:00:47.297000,0 days 00:00:28.601000,0 days 00:51:26.760000,0 days 00:52:14.057000,0 days 00:52:42.658000,,208.0,221.0,,True,MEDIUM,3.0,True,McLaren,0 days 00:50:56.228000,2025-07-26 10:07:28.856,1,4.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:29.073000,NOR,4,0 days 00:01:46.424000,4.0,1.0,,,0 days 00:00:30.784000,0 days 00:00:47.031000,0 days 00:00:28.609000,0 days 00:53:13.442000,0 days 00:54:00.473000,0 days 00:54:29.082000,326.0,209.0,222.0,321.0,False,MEDIUM,4.0,True,McLaren,0 days 00:52:42.649000,2025-07-26 10:09:15.277,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:15.389000,NOR,4,0 days 00:01:46.316000,5.0,1.0,,,0 days 00:00:31.047000,0 days 00:00:46.601000,0 days 00:00:28.668000,0 days 00:55:00.129000,0 days 00:55:46.730000,0 days 00:56:15.398000,318.0,210.0,221.0,313.0,True,MEDIUM,5.0,True,McLaren,0 days 00:54:29.073000,2025-07-26 10:11:01.701,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:01.303000,NOR,4,0 days 00:01:45.914000,6.0,1.0,,,0 days 00:00:30.901000,0 days 00:00:46.432000,0 days 00:00:28.581000,0 days 00:56:46.299000,0 days 00:57:32.731000,0 days 00:58:01.312000,320.0,211.0,221.0,314.0,True,MEDIUM,6.0,True,McLaren,0 days 00:56:15.389000,2025-07-26 10:12:48.017,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:47.278000,NOR,4,0 days 00:01:45.975000,7.0,1.0,,,0 days 00:00:30.909000,0 days 00:00:46.516000,0 days 00:00:28.550000,0 days 00:58:32.221000,0 days 00:59:18.737000,0 days 00:59:47.287000,322.0,210.0,222.0,315.0,False,MEDIUM,7.0,True,McLaren,0 days 00:58:01.303000,2025-07-26 10:14:33.931,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:33.337000,NOR,4,0 days 00:01:46.059000,8.0,1.0,,,0 days 00:00:30.857000,0 days 00:00:46.717000,0 days 00:00:28.485000,0 days 01:00:18.144000,0 days 01:01:04.861000,0 days 01:01:33.346000,323.0,207.0,223.0,,False,MEDIUM,8.0,True,McLaren,0 days 00:59:47.278000,2025-07-26 10:16:19.906,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:19.467000,NOR,4,0 days 00:01:46.130000,9.0,1.0,,,0 days 00:00:30.721000,0 days 00:00:46.870000,0 days 00:00:28.539000,0 days 01:02:04.067000,0 days 01:02:50.937000,0 days 01:03:19.476000,329.0,207.0,225.0,,False,MEDIUM,9.0,True,McLaren,0 days 01:01:33.337000,2025-07-26 10:18:05.965,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:05.976000,NOR,4,0 days 00:01:46.509000,10.0,1.0,,,0 days 00:00:30.696000,0 days 00:00:47.289000,0 days 00:00:28.524000,0 days 01:03:50.172000,0 days 01:04:37.461000,0 days 01:05:05.985000,,206.0,225.0,317.0,False,MEDIUM,10.0,True,McLaren,0 days 01:03:19.467000,2025-07-26 10:19:52.095,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:06:52.638000,NOR,4,0 days 00:01:46.662000,11.0,1.0,,,0 days 00:00:30.614000,0 days 00:00:47.455000,0 days 00:00:28.593000,0 days 01:05:36.599000,0 days 01:06:24.054000,0 days 01:06:52.647000,,205.0,223.0,319.0,False,MEDIUM,11.0,True,McLaren,0 days 01:05:05.976000,2025-07-26 10:21:38.604,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:39.083000,NOR,4,0 days 00:01:46.445000,12.0,1.0,,,0 days 00:00:30.661000,0 days 00:00:47.315000,0 days 00:00:28.469000,0 days 01:07:23.308000,0 days 01:08:10.623000,0 days 01:08:39.092000,330.0,204.0,224.0,,False,MEDIUM,12.0,True,McLaren,0 days 01:06:52.638000,2025-07-26 10:23:25.266,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:25.818000,NOR,4,0 days 00:01:46.735000,13.0,1.0,,,0 days 00:00:30.637000,0 days 00:00:47.287000,0 days 00:00:28.811000,0 days 01:09:09.729000,0 days 01:09:57.016000,0 days 01:10:25.827000,,196.0,223.0,,False,MEDIUM,13.0,True,McLaren,0 days 01:08:39.083000,2025-07-26 10:25:11.711,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:12.352000,NOR,4,0 days 00:01:46.534000,14.0,1.0,,,0 days 00:00:30.717000,0 days 00:00:47.229000,0 days 00:00:28.588000,0 days 01:10:56.544000,0 days 01:11:43.773000,0 days 01:12:12.361000,335.0,206.0,222.0,318.0,False,MEDIUM,14.0,True,McLaren,0 days 01:10:25.818000,2025-07-26 10:26:58.446,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 01:13:58.994000,NOR,4,0 days 00:01:46.642000,15.0,1.0,,,0 days 00:00:30.748000,0 days 00:00:47.186000,0 days 00:00:28.708000,0 days 01:12:43.109000,0 days 01:13:30.295000,0 days 01:13:59.003000,332.0,206.0,223.0,,False,MEDIUM,15.0,True,McLaren,0 days 01:12:12.352000,2025-07-26 10:28:44.980,1,3.0,False,,False,True,norris,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:09.237000,LEC,16,,1.0,1.0,,,,0 days 00:00:47.751000,0 days 00:00:28.691000,,0 days 00:48:40.734000,0 days 00:49:09.359000,334.0,211.0,220.0,320.0,False,MEDIUM,4.0,False,Ferrari,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,3.0,False,,False,False,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:55.580000,LEC,16,0 days 00:01:46.343000,2.0,1.0,,,0 days 00:00:30.619000,0 days 00:00:47.060000,0 days 00:00:28.664000,0 days 00:49:39.900000,0 days 00:50:26.960000,0 days 00:50:55.624000,,208.0,221.0,313.0,True,MEDIUM,5.0,False,Ferrari,0 days 00:49:09.237000,2025-07-26 10:05:41.865,1,3.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:42.220000,LEC,16,0 days 00:01:46.640000,3.0,1.0,,,0 days 00:00:30.619000,0 days 00:00:47.215000,0 days 00:00:28.806000,,0 days 00:52:13.458000,0 days 00:52:42.264000,333.0,207.0,220.0,,False,MEDIUM,6.0,False,Ferrari,0 days 00:50:55.580000,2025-07-26 10:07:28.208,1,3.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:30.287000,LEC,16,0 days 00:01:48.067000,4.0,1.0,,,0 days 00:00:31.273000,0 days 00:00:48.071000,0 days 00:00:28.723000,0 days 00:53:13.537000,0 days 00:54:01.608000,0 days 00:54:30.331000,326.0,208.0,218.0,314.0,False,MEDIUM,7.0,False,Ferrari,0 days 00:52:42.220000,2025-07-26 10:09:14.848,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:17.269000,LEC,16,0 days 00:01:46.982000,5.0,1.0,,,0 days 00:00:31.064000,0 days 00:00:47.234000,0 days 00:00:28.684000,0 days 00:55:01.395000,0 days 00:55:48.629000,0 days 00:56:17.313000,321.0,207.0,219.0,313.0,False,MEDIUM,8.0,False,Ferrari,0 days 00:54:30.287000,2025-07-26 10:11:02.915,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:03.787000,LEC,16,0 days 00:01:46.518000,6.0,1.0,,,0 days 00:00:31.166000,0 days 00:00:46.655000,0 days 00:00:28.697000,0 days 00:56:48.479000,0 days 00:57:35.134000,0 days 00:58:03.831000,322.0,208.0,219.0,314.0,False,MEDIUM,9.0,False,Ferrari,0 days 00:56:17.269000,2025-07-26 10:12:49.897,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:50.137000,LEC,16,0 days 00:01:46.350000,7.0,1.0,,,0 days 00:00:31.026000,0 days 00:00:46.667000,0 days 00:00:28.657000,0 days 00:58:34.857000,0 days 00:59:21.524000,0 days 00:59:50.181000,320.0,209.0,219.0,,False,MEDIUM,10.0,False,Ferrari,0 days 00:58:03.787000,2025-07-26 10:14:36.415,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:36.588000,LEC,16,0 days 00:01:46.451000,8.0,1.0,,,0 days 00:00:30.931000,0 days 00:00:46.781000,0 days 00:00:28.739000,0 days 01:00:21.112000,0 days 01:01:07.893000,0 days 01:01:36.632000,321.0,206.0,220.0,,False,MEDIUM,11.0,False,Ferrari,0 days 00:59:50.137000,2025-07-26 10:16:22.765,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:23.306000,LEC,16,0 days 00:01:46.718000,9.0,1.0,,,0 days 00:00:31.116000,0 days 00:00:46.846000,0 days 00:00:28.756000,0 days 01:02:07.748000,0 days 01:02:54.594000,0 days 01:03:23.350000,323.0,204.0,219.0,315.0,False,MEDIUM,12.0,False,Ferrari,0 days 01:01:36.588000,2025-07-26 10:18:09.216,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:10.040000,LEC,16,0 days 00:01:46.734000,10.0,1.0,,,0 days 00:00:31.060000,0 days 00:00:46.945000,0 days 00:00:28.729000,0 days 01:03:54.410000,0 days 01:04:41.355000,0 days 01:05:10.084000,322.0,208.0,218.0,314.0,False,MEDIUM,13.0,False,Ferrari,0 days 01:03:23.306000,2025-07-26 10:19:55.934,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:06:56.896000,LEC,16,0 days 00:01:46.856000,11.0,1.0,,,0 days 00:00:31.035000,0 days 00:00:47.018000,0 days 00:00:28.803000,0 days 01:05:41.119000,0 days 01:06:28.137000,0 days 01:06:56.940000,320.0,208.0,219.0,315.0,False,MEDIUM,14.0,False,Ferrari,0 days 01:05:10.040000,2025-07-26 10:21:42.668,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:43.590000,LEC,16,0 days 00:01:46.694000,12.0,1.0,,,0 days 00:00:31.050000,0 days 00:00:46.919000,0 days 00:00:28.725000,0 days 01:07:27.990000,0 days 01:08:14.909000,0 days 01:08:43.634000,322.0,206.0,220.0,316.0,False,MEDIUM,15.0,False,Ferrari,0 days 01:06:56.896000,2025-07-26 10:23:29.524,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:30.671000,LEC,16,0 days 00:01:47.081000,13.0,1.0,,,0 days 00:00:31.123000,0 days 00:00:47.112000,0 days 00:00:28.846000,0 days 01:09:14.757000,0 days 01:10:01.869000,0 days 01:10:30.715000,321.0,201.0,220.0,,False,MEDIUM,16.0,False,Ferrari,0 days 01:08:43.590000,2025-07-26 10:25:16.218,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:18.372000,LEC,16,0 days 00:01:47.701000,14.0,1.0,,,0 days 00:00:31.214000,0 days 00:00:47.580000,0 days 00:00:28.907000,0 days 01:11:01.929000,0 days 01:11:49.509000,0 days 01:12:18.416000,,204.0,220.0,314.0,False,MEDIUM,17.0,False,Ferrari,0 days 01:10:30.671000,2025-07-26 10:27:03.299,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:07.756000,LEC,16,0 days 00:01:49.384000,15.0,1.0,,,0 days 00:00:31.072000,0 days 00:00:49.302000,0 days 00:00:29.010000,0 days 01:12:49.488000,0 days 01:13:38.790000,0 days 01:14:07.800000,320.0,204.0,219.0,,False,MEDIUM,18.0,False,Ferrari,0 days 01:12:18.372000,2025-07-26 10:28:51.000,1,4.0,False,,False,True,leclerc,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:10.660000,OCO,31,,1.0,1.0,,,,0 days 00:00:48.928000,0 days 00:00:28.602000,,0 days 00:48:42.228000,0 days 00:49:10.782000,330.0,211.0,220.0,316.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,5.0,False,,False,False,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:57.432000,OCO,31,0 days 00:01:46.772000,2.0,1.0,,,0 days 00:00:30.556000,0 days 00:00:47.634000,0 days 00:00:28.582000,0 days 00:49:41.269000,0 days 00:50:28.903000,0 days 00:50:57.485000,333.0,210.0,221.0,318.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:49:10.660000,2025-07-26 10:05:43.288,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
